genome_id,protein_acc,description,length_aa,n_CXXCH,n_CXXCK,n_heme_motifs,n_Cys,signal_peptide,predicted_localization,interpro_domains,neighbour_porin,notes,organism,short_name,group,seq_id,signalp_prediction,signalp_prob,signalp_confidence,has_signal_peptide,cs_position,psortb_localization,psortb_score,psortb_modules,psortb_n_modules,surface_exposed,score_Extracellular,score_OuterMembrane,score_Periplasmic,score_CytoplasmicMembrane,score_Cytoplasmic
GCF_000007985.2,WP_010942404.1,cytochrome c7 [Geobacter sulfurreducens],90,3,0,3,6,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0334,SP,0.9992,high,yes,CS pos: 20-21. Pr: 0.9780,Unknown,,Signal,1,no,2.50,2.50,2.50,2.50,0.00
GCF_000007985.2,WP_010942405.1,c-type cytochrome [Geobacter sulfurreducens],511,3,0,3,8,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0335,LIPO,0.8819,medium,yes,CS pos: 38-39. Pr: 0.9864,Extracellular,9.65,ECSVM;Signal,2,yes,9.65,0.23,0.11,0.01,0.00
GCF_000007985.2,WP_010942429.1,cytochrome c3 family protein [Geobacter sulfurreducens],147,3,0,3,8,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0336,SP,0.9985,high,yes,CS pos: 33-34. Pr: 0.9479,Unknown,,Signal,1,no,2.50,2.50,2.50,2.50,0.00
GCF_000007985.2,WP_010943832.1,cytochrome c [Geobacter sulfurreducens],212,3,0,3,7,,,,,,Geobacter sulfurreducens PCA,G. sulfurreducens,Positive control (EET),seq0337,SP,0.9975,high,yes,CS pos: 30-31. Pr: 0.7625,Unknown,,Signal,1,no,2.50,2.50,2.50,2.50,0.00
GCF_000008325.1,WP_010959791.1,multiheme c-type cytochrome [Methylococcus capsulatus],268,3,0,3,7,,,,,,Methylococcus capsulatus Bath,M. capsulatus,Type I MOB (Gammaproteobacteria),seq0338,LIPO,0.5168,low,yes,CS pos: 19-20. Pr: 0.4839,Periplasmic,9.51,CytoSVM;PPSVM,2,no,0.14,0.00,9.51,0.02,0.33
GCF_000021745.1,WP_012592345.1,cytochrome c [Methylocella silvestris],421,3,0,3,6,,,,,,Methylocella silvestris BL2,M. silvestris,Type II MOB (Alphaproteobacteria),seq0339,SP,0.9961,high,yes,CS pos: 25-26. Pr: 0.9664,CytoplasmicMembrane,9.97,SCL-BLAST;Signal,2,no,0.01,0.01,0.01,9.97,0.00
GCF_000091165.1,WP_044595710.1,hypothetical protein [Candidatus Methylomirabilis oxyfera],94,3,0,3,6,,,,,,Candidatus Methylomirabilis oxyfera,Ca. M. oxyfera,n-DAMO bacterium (NC10),seq0340,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000146165.2,WP_011070833.1,4Fe-4S dicluster domain-containing protein [Shewanella oneidensis],235,0,3,3,22,,,,,,Shewanella oneidensis MR-1,S. oneidensis,Positive control (EET),seq0341,TATLIPO,0.9968,high,yes,CS pos: 26-27. Pr: 0.8462,Cytoplasmic,9.97,CytoSVM;SCL-BLAST,2,no,0.00,0.00,0.01,0.01,9.97
GCF_000146165.2,WP_011071368.1,molecular chaperone DnaJ [Shewanella oneidensis],378,3,0,3,10,,,,,,Shewanella oneidensis MR-1,S. oneidensis,Positive control (EET),seq0342,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000146165.2,WP_011074175.1,cytochrome c3 family protein [Shewanella oneidensis],100,3,0,3,7,,,,,,Shewanella oneidensis MR-1,S. oneidensis,Positive control (EET),seq0343,SP,0.9992,high,yes,CS pos: 19-20. Pr: 0.9765,Unknown,,Signal,1,no,2.50,2.50,2.50,2.50,0.00
GCF_000190755.2,WP_006889443.1,c-type cytochrome [Methylobacter tundripaludum],380,3,0,3,6,,,,,,Methylobacter tundripaludum,M. tundripaludum,Type I MOB (Gammaproteobacteria),seq0344,OTHER,0.9999,high,no,,not_submitted,,,,no,,,,,
GCF_000190755.2,WP_006892523.1,thioredoxin TrxC [Methylobacter tundripaludum],143,1,2,3,6,,,,,,Methylobacter tundripaludum,M. tundripaludum,Type I MOB (Gammaproteobacteria),seq0345,OTHER,0.9996,high,no,,not_submitted,,,,no,,,,,
GCF_000190755.2,WP_254257800.1,cytochrome c [Methylobacter tundripaludum],450,3,0,3,8,,,,,,Methylobacter tundripaludum,M. tundripaludum,Type I MOB (Gammaproteobacteria),seq0346,SP,0.6918,low,yes,CS pos: 45-46. Pr: 0.6236,CytoplasmicMembrane,9.97,SCL-BLAST;Signal,2,no,0.01,0.01,0.01,9.97,0.00
GCF_000214275.2,WP_005369343.1,c-type cytochrome [Methylomicrobium album],386,3,0,3,6,,,,,,Methylomicrobium album BG8,M. album,Type I MOB (Gammaproteobacteria),seq0347,OTHER,0.9980,high,no,,not_submitted,,,,no,,,,,
GCF_000214275.2,WP_005369431.1,DEAD/DEAH box helicase [Methylomicrobium album],2148,3,0,3,39,,,,,,Methylomicrobium album BG8,M. album,Type I MOB (Gammaproteobacteria),seq0348,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000214275.2,WP_005372241.1,MULTISPECIES: cytochrome c peroxidase [Methylomicrobium],469,3,0,3,6,,,,,,Methylomicrobium album BG8,M. album,Type I MOB (Gammaproteobacteria),seq0349,SP,0.7637,medium,yes,CS pos: 25-26. Pr: 0.3748,Periplasmic,9.44,SCL-BLAST,1,no,0.11,0.06,9.44,0.06,0.33
GCF_000214275.2,WP_245549440.1,cytochrome c [Methylomicrobium album],433,3,0,3,6,,,,,,Methylomicrobium album BG8,M. album,Type I MOB (Gammaproteobacteria),seq0350,SP,0.9989,high,yes,CS pos: 33-34. Pr: 0.9627,CytoplasmicMembrane,9.97,SCL-BLAST;Signal,2,no,0.01,0.01,0.01,9.97,0.00
GCF_000372865.1,WP_020561852.1,c-type cytochrome [Methylosarcina fibrata],381,3,0,3,6,,,,,,Methylosarcina fibrata AML-C10,M. fibrata,Type I MOB (Gammaproteobacteria),seq0351,OTHER,0.9936,high,no,,not_submitted,,,,no,,,,,
GCF_000372865.1,WP_198291346.1,c-type cytochrome [Methylosarcina fibrata],435,3,0,3,7,,,,,,Methylosarcina fibrata AML-C10,M. fibrata,Type I MOB (Gammaproteobacteria),seq0352,SP,0.9558,high,yes,CS pos: 31-32. Pr: 0.8625,CytoplasmicMembrane,9.99,CytoSVM;SCL-BLAST;Signal,3,no,0.01,0.00,0.01,9.99,0.00
GCF_000496735.2,WP_023495780.1,VCBS domain-containing protein [Methyloglobulus morosus],839,3,0,3,12,,,,,,Methyloglobulus morosus KoM1,M. morosus,Type I MOB (Gammaproteobacteria),seq0353,SP,0.8510,medium,yes,CS pos: 40-41. Pr: 0.6370,Unknown,,,0,no,2.00,2.00,2.00,2.00,2.00
GCF_000685155.1,WP_048089087.1,PxKF domain-containing protein [Candidatus Methanoperedens nitratireducens],1482,3,0,3,8,,,,,,Candidatus Methanoperedens nitroreducens,Ca. M. nitroreducens,ANME-2d archaeon,seq0354,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000685155.1,WP_048090816.1,hypothetical protein [Candidatus Methanoperedens nitratireducens],190,3,0,3,6,,,,,,Candidatus Methanoperedens nitroreducens,Ca. M. nitroreducens,ANME-2d archaeon,seq0355,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000685155.1,WP_048092729.1,hypothetical protein [Candidatus Methanoperedens nitratireducens],273,3,0,3,8,,,,,,Candidatus Methanoperedens nitroreducens,Ca. M. nitroreducens,ANME-2d archaeon,seq0356,SP,0.5404,low,yes,CS pos: 26-27. Pr: 0.4173,Unknown,,,0,no,2.00,2.00,2.00,2.00,2.00
GCF_000685155.1,WP_048092740.1,hypothetical protein [Candidatus Methanoperedens nitratireducens],323,3,0,3,8,,,,,,Candidatus Methanoperedens nitroreducens,Ca. M. nitroreducens,ANME-2d archaeon,seq0357,SP,0.9992,high,yes,CS pos: 28-29. Pr: 0.9470,Unknown,,Signal,1,no,2.50,2.50,2.50,2.50,0.00
GCF_000685155.1,WP_052368527.1,cytochrome c3 family protein [Candidatus Methanoperedens nitratireducens],149,3,0,3,8,,,,,,Candidatus Methanoperedens nitroreducens,Ca. M. nitroreducens,ANME-2d archaeon,seq0358,OTHER,0.9878,high,no,,not_submitted,,,,no,,,,,
GCF_000786775.1,WP_034401651.1,"hypothetical protein, partial [Candidatus Scalindua brodae]",244,3,0,3,7,,,,,,Candidatus Scalindua brodae,Ca. S. brodae,Anammox,seq0359,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000786775.1,WP_034407037.1,"hypothetical protein, partial [Candidatus Scalindua brodae]",129,0,3,3,15,,,,,,Candidatus Scalindua brodae,Ca. S. brodae,Anammox,seq0360,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000949635.1,WP_052562829.1,MULTISPECIES: excinuclease ABC subunit UvrA [Candidatus Brocadia],936,0,3,3,19,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0361,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000949635.1,WP_052563656.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],375,0,3,3,21,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0362,LIPO,0.8742,medium,yes,CS pos: 19-20. Pr: 0.8518,Cytoplasmic,8.96,CytoSVM,1,no,0.26,0.01,0.26,0.51,8.96
GCF_000949635.1,WP_052564195.1,MULTISPECIES: multiheme c-type cytochrome [Candidatus Brocadia],236,3,0,3,10,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0363,SP,0.7821,medium,yes,CS pos: 31-32. Pr: 0.6833,Cytoplasmic,8.96,CytoSVM,1,no,0.26,0.01,0.26,0.51,8.96
GCF_000949635.1,WP_082059307.1,MULTISPECIES: hypothetical protein [Candidatus Brocadia],238,3,0,3,9,,,,,,Candidatus Brocadia sinica,Ca. B. sinica,Anammox,seq0364,SP,0.9991,high,yes,CS pos: 19-20. Pr: 0.9853,Unknown,,CytoSVM;Signal,2,no,2.50,0.10,2.50,4.90,0.00
GCF_000968535.2,WP_014133084.1,cytochrome c peroxidase [Methylotuvimicrobium alcaliphilum],466,3,0,3,6,,,,,,Methylotuvimicrobium alcaliphilum 20Z,Mt. alcaliphilum,Type I MOB (Gammaproteobacteria),seq0365,SP,0.5934,low,yes,CS pos: 24-25. Pr: 0.3865,Periplasmic,9.44,SCL-BLAST,1,no,0.11,0.06,9.44,0.06,0.33
GCF_000968535.2,WP_014148359.1,molecular chaperone DnaJ [Methylotuvimicrobium alcaliphilum],384,3,0,3,11,,,,,,Methylotuvimicrobium alcaliphilum 20Z,Mt. alcaliphilum,Type I MOB (Gammaproteobacteria),seq0366,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_000968535.2,WP_014148727.1,cytochrome c peroxidase [Methylotuvimicrobium alcaliphilum],467,3,0,3,6,,,,,,Methylotuvimicrobium alcaliphilum 20Z,Mt. alcaliphilum,Type I MOB (Gammaproteobacteria),seq0367,OTHER,0.6797,low,no,,not_submitted,,,,no,,,,,
GCF_001273775.1,WP_053381209.1,c-type cytochrome [Nitrospira moscoviensis],337,3,0,3,6,,,,,,Nitrospira moscoviensis,N. moscoviensis,Ecological control,seq0368,OTHER,0.8593,medium,no,,not_submitted,,,,no,,,,,
GCF_001753675.2,WP_070066581.1,multiheme c-type cytochrome [Candidatus Brocadia sapporoensis],236,3,0,3,10,,,,,,Candidatus Brocadia sapporoensis,Ca. B. sapporoensis,Anammox,seq0369,SP,0.9954,high,yes,CS pos: 31-32. Pr: 0.9296,Unknown,,CytoSVM;Signal,2,no,2.50,0.10,2.50,4.90,0.00
GCF_001753675.2,WP_143299126.1,hypothetical protein [Candidatus Brocadia sapporoensis],140,0,3,3,20,,,,,,Candidatus Brocadia sapporoensis,Ca. B. sapporoensis,Anammox,seq0370,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_001753675.2,WP_230402487.1,excinuclease ABC subunit UvrA [Candidatus Brocadia sapporoensis],937,0,3,3,21,,,,,,Candidatus Brocadia sapporoensis,Ca. B. sapporoensis,Anammox,seq0371,OTHER,1.0000,high,no,,not_submitted,,,,no,,,,,
GCF_011066545.1,WP_099326586.1,MULTISPECIES: multiheme c-type cytochrome [Candidatus Kuenenia],236,3,0,3,11,,,,,,Candidatus Kuenenia stuttgartiensis,Ca. K. stuttgartiensis,Anammox,seq0372,SP,0.9990,high,yes,CS pos: 29-30. Pr: 0.9174,Unknown,,CytoSVM;Signal,2,no,2.50,0.10,2.50,4.90,0.00
GCF_011066545.1,WP_164995110.1,cytochrome P460 family protein [Candidatus Kuenenia stuttgartensis],566,3,0,3,7,,,,,,Candidatus Kuenenia stuttgartiensis,Ca. K. stuttgartiensis,Anammox,seq0373,LIPO,0.9998,high,yes,CS pos: 21-22. Pr: 0.9818,Unknown,,,0,no,2.00,2.00,2.00,2.00,2.00
GCF_054182965.1,WP_011111514.1,MULTISPECIES: cytochrome c [Nitrosomonas],425,3,0,3,6,,,,,,Nitrosomonas europaea,N. europaea,Methodological control,seq0374,SP,0.9990,high,yes,CS pos: 30-31. Pr: 0.9741,CytoplasmicMembrane,9.97,SCL-BLAST;Signal,2,no,0.01,0.01,0.01,9.97,0.00
